774,Sensor3ee26d,-1, 2022-05-19  11:19:02 
778,Sensor3ddfe7,-1, 2022-05-19  11:19:02 
780,Sensor3df1f1,1, 2022-05-19  11:19:02 
789,Sensor3ef641,1, 2022-05-19  11:19:02 
796,Sensor3e785d,-1, 2022-05-19  11:19:02 
799,Sensor3dd7cd,1, 2022-05-19  11:19:02 
801,Sensor3defd1,-1, 2022-05-19  11:19:02 
811,Sensor3de021,1, 2022-05-19  11:19:02 
823,Sensor3e6cad,1, 2022-05-19  11:19:02 
833,Sensor3ddb67,-1, 2022-05-19  11:19:02 
835,Sensor3df00d,-1, 2022-05-19  11:19:02 
837,Sensor3defdf,1, 2022-05-19  11:19:02 
840,Sensor3dee81,-1, 2022-05-19  11:19:02 
845,Sensor3df25f,-1, 2022-05-19  11:19:02 
848,Sensor3dcd13,1, 2022-05-19  11:19:02 
850,Sensor3e02e9,1, 2022-05-19  11:19:02 
855,Sensor3df253,1, 2022-05-19  11:19:02 
858,Sensor3ddc07,-1, 2022-05-19  11:19:02 
877,Sensor3e784d,1, 2022-05-19  11:19:02 
881,Sensor3e276f,-1, 2022-05-19  11:19:02 
882,Sensor3ded75,-1, 2022-05-19  11:19:02 
883,Sensor3ee27d,1, 2022-05-19  11:19:02 
896,Sensor3e6cf1,1, 2022-05-19  11:19:02 
912,Sensor3e77ef,-1, 2022-05-19  11:19:02 
914,Sensor3ddc71,1, 2022-05-19  11:19:02 
918,Sensor3dee8b,-1, 2022-05-19  11:19:02 
926,Sensor3df2ab,-1, 2022-05-19  11:19:02 
927,Sensor3defaf,1, 2022-05-19  11:19:02 
930,Sensor3e09cd,-1, 2022-05-19  11:19:02 
936,Sensor3e6ce5,1, 2022-05-19  11:19:02 
942,Sensor3e78e9,-1, 2022-05-19  11:19:02 
943,Sensor3e0a27,1, 2022-05-19  11:19:02 
951,Sensor3debc5,-1, 2022-05-19  11:19:02 
958,Sensor3dec7b,1, 2022-05-19  11:19:02 
981,Sensor3df2b7,-1, 2022-05-19  11:19:02 
986,Sensor3e6ccb,1, 2022-05-19  11:19:02 
991,Sensor3e7807,1, 2022-05-19  11:19:02 
1000,Sensor3e77ed,-1, 2022-05-19  11:19:02 
1005,Sensor3e77fb,1, 2022-05-19  11:19:02 
1009,Sensor3e7843,-1, 2022-05-19  11:19:02 
1011,Sensor3e0f41,1, 2022-05-19  11:19:02 
1012,Sensor3e77a7,-1, 2022-05-19  11:19:02 
1015,Sensor3e784f,-1, 2022-05-19  11:19:02 
1018,Sensor3e6cb9,-1, 2022-05-19  11:19:02 
1019,Sensor3e785f,-1, 2022-05-19  11:19:02 
1027,Sensor3e09e7,-1, 2022-05-19  11:19:02 
1030,Sensor3e77eb,-1, 2022-05-19  11:19:02 
1042,Sensor3e0a53,-1, 2022-05-19  11:19:02 
1047,Sensor3e09e5,1, 2022-05-19  11:19:02 
1051,Sensor3edc07,-1, 2022-05-19  11:19:02 
1052,Sensor3de909,1, 2022-05-19  11:19:02 
1060,Sensor3e1335,1, 2022-05-19  11:19:02 
1062,Sensor3e77e9,-1, 2022-05-19  11:19:02 
1065,Sensor3ee9eb,1, 2022-05-19  11:19:02 
1079,Sensor3ee9cd,1, 2022-05-19  11:19:02 
1081,Sensor3edbf1,1, 2022-05-19  11:19:02 
1085,Sensor3edc09,1, 2022-05-19  11:19:02 
1087,Sensor3deb83,-1, 2022-05-19  11:19:02 
774,Sensor3ee26d,-1, 2022-05-19  11:19:16 
778,Sensor3ddfe7,-1, 2022-05-19  11:19:16 
780,Sensor3df1f1,1, 2022-05-19  11:19:16 
789,Sensor3ef641,1, 2022-05-19  11:19:16 
796,Sensor3e785d,-1, 2022-05-19  11:19:16 
799,Sensor3dd7cd,1, 2022-05-19  11:19:16 
801,Sensor3defd1,-1, 2022-05-19  11:19:16 
811,Sensor3de021,1, 2022-05-19  11:19:16 
823,Sensor3e6cad,1, 2022-05-19  11:19:16 
833,Sensor3ddb67,-1, 2022-05-19  11:19:16 
835,Sensor3df00d,-1, 2022-05-19  11:19:16 
837,Sensor3defdf,1, 2022-05-19  11:19:16 
840,Sensor3dee81,-1, 2022-05-19  11:19:16 
845,Sensor3df25f,-1, 2022-05-19  11:19:16 
848,Sensor3dcd13,1, 2022-05-19  11:19:16 
850,Sensor3e02e9,1, 2022-05-19  11:19:16 
855,Sensor3df253,1, 2022-05-19  11:19:16 
858,Sensor3ddc07,-1, 2022-05-19  11:19:16 
877,Sensor3e784d,1, 2022-05-19  11:19:16 
881,Sensor3e276f,-1, 2022-05-19  11:19:16 
882,Sensor3ded75,-1, 2022-05-19  11:19:16 
883,Sensor3ee27d,1, 2022-05-19  11:19:16 
896,Sensor3e6cf1,1, 2022-05-19  11:19:16 
912,Sensor3e77ef,-1, 2022-05-19  11:19:16 
914,Sensor3ddc71,1, 2022-05-19  11:19:16 
918,Sensor3dee8b,-1, 2022-05-19  11:19:16 
926,Sensor3df2ab,-1, 2022-05-19  11:19:16 
927,Sensor3defaf,1, 2022-05-19  11:19:16 
930,Sensor3e09cd,-1, 2022-05-19  11:19:16 
936,Sensor3e6ce5,1, 2022-05-19  11:19:16 
942,Sensor3e78e9,-1, 2022-05-19  11:19:16 
943,Sensor3e0a27,1, 2022-05-19  11:19:16 
951,Sensor3debc5,-1, 2022-05-19  11:19:16 
958,Sensor3dec7b,1, 2022-05-19  11:19:16 
981,Sensor3df2b7,-1, 2022-05-19  11:19:16 
986,Sensor3e6ccb,1, 2022-05-19  11:19:16 
991,Sensor3e7807,1, 2022-05-19  11:19:16 
1000,Sensor3e77ed,-1, 2022-05-19  11:19:16 
1005,Sensor3e77fb,1, 2022-05-19  11:19:16 
1009,Sensor3e7843,-1, 2022-05-19  11:19:16 
1011,Sensor3e0f41,1, 2022-05-19  11:19:16 
1012,Sensor3e77a7,-1, 2022-05-19  11:19:16 
1015,Sensor3e784f,-1, 2022-05-19  11:19:16 
1018,Sensor3e6cb9,-1, 2022-05-19  11:19:16 
1019,Sensor3e785f,-1, 2022-05-19  11:19:16 
1027,Sensor3e09e7,-1, 2022-05-19  11:19:16 
1030,Sensor3e77eb,-1, 2022-05-19  11:19:16 
1042,Sensor3e0a53,-1, 2022-05-19  11:19:16 
1047,Sensor3e09e5,1, 2022-05-19  11:19:16 
1051,Sensor3edc07,-1, 2022-05-19  11:19:16 
1052,Sensor3de909,-1, 2022-05-19  11:19:16 
1060,Sensor3e1335,1, 2022-05-19  11:19:16 
1062,Sensor3e77e9,-1, 2022-05-19  11:19:16 
1065,Sensor3ee9eb,1, 2022-05-19  11:19:16 
1079,Sensor3ee9cd,1, 2022-05-19  11:19:16 
1081,Sensor3edbf1,1, 2022-05-19  11:19:16 
1085,Sensor3edc09,1, 2022-05-19  11:19:16 
1087,Sensor3deb83,-1, 2022-05-19  11:19:16 
774,Sensor3ee26d,-1, 2022-05-19  11:19:27 
778,Sensor3ddfe7,-1, 2022-05-19  11:19:27 
780,Sensor3df1f1,1, 2022-05-19  11:19:27 
789,Sensor3ef641,1, 2022-05-19  11:19:27 
796,Sensor3e785d,-1, 2022-05-19  11:19:27 
799,Sensor3dd7cd,1, 2022-05-19  11:19:27 
801,Sensor3defd1,-1, 2022-05-19  11:19:27 
811,Sensor3de021,1, 2022-05-19  11:19:27 
823,Sensor3e6cad,1, 2022-05-19  11:19:27 
833,Sensor3ddb67,-1, 2022-05-19  11:19:27 
835,Sensor3df00d,-1, 2022-05-19  11:19:27 
837,Sensor3defdf,1, 2022-05-19  11:19:27 
840,Sensor3dee81,-1, 2022-05-19  11:19:27 
845,Sensor3df25f,-1, 2022-05-19  11:19:27 
848,Sensor3dcd13,1, 2022-05-19  11:19:27 
850,Sensor3e02e9,1, 2022-05-19  11:19:27 
855,Sensor3df253,1, 2022-05-19  11:19:27 
858,Sensor3ddc07,-1, 2022-05-19  11:19:27 
877,Sensor3e784d,1, 2022-05-19  11:19:27 
881,Sensor3e276f,-1, 2022-05-19  11:19:27 
882,Sensor3ded75,-1, 2022-05-19  11:19:27 
883,Sensor3ee27d,1, 2022-05-19  11:19:27 
896,Sensor3e6cf1,1, 2022-05-19  11:19:27 
912,Sensor3e77ef,-1, 2022-05-19  11:19:27 
914,Sensor3ddc71,1, 2022-05-19  11:19:27 
918,Sensor3dee8b,-1, 2022-05-19  11:19:27 
926,Sensor3df2ab,-1, 2022-05-19  11:19:27 
927,Sensor3defaf,1, 2022-05-19  11:19:27 
930,Sensor3e09cd,-1, 2022-05-19  11:19:27 
936,Sensor3e6ce5,1, 2022-05-19  11:19:27 
942,Sensor3e78e9,-1, 2022-05-19  11:19:27 
943,Sensor3e0a27,1, 2022-05-19  11:19:27 
951,Sensor3debc5,-1, 2022-05-19  11:19:27 
958,Sensor3dec7b,1, 2022-05-19  11:19:27 
981,Sensor3df2b7,-1, 2022-05-19  11:19:27 
986,Sensor3e6ccb,1, 2022-05-19  11:19:27 
991,Sensor3e7807,1, 2022-05-19  11:19:27 
1000,Sensor3e77ed,-1, 2022-05-19  11:19:27 
